comment_text,rating,like_count,user_name,movie_id,sentiment,sentiment_label,movie_name
"看到海报和预告片，人们第一反应就是：哪吒太丑了。
觉得丑就对了，因为本片讲的就是打破偏见。
正如很多人一看这是国漫，就不看了；或者去看了，看了觉得还不错也要自动先扣20分。
电影之中，骂哪吒是政治正确，只要你说哪吒是妖怪，就会有人跟着说；
电影之外，骂国产片、国漫也成了政治正确，只要你骂它，就会有人给你点赞。
其实哪吒不是妖怪，他也想降妖除魔洗清骂名；
国漫也不都是烂片，也有人想拍一部佳作证明自己。
比如这部《哪吒》。
山河社稷图一幕真是天马行空，震撼无比，将曾经只存在于想象中的物品具象化，也将中国神话的无穷想象力展现得淋漓尽致。
那些耳熟能详的故事，不再只是故事，而是能看到，能听到，能享受一场视觉盛宴。
今年有《哪吒》，明年有《姜子牙》，封神电影宇宙即将开启。
是时候以电影的形式让中国文化走向世界了。",4.0,27371,朝暮雪,26794435,1,Positive,哪吒之魔童降世
卧槽居然看哭了，这才是货真价实的国漫新希望，终于不再是假大空的中国风堆砌，而开始借神话寓言塑造真正的“小人物”。背负原罪的出身，命中注定的死期，对存在的笃定和身份的动摇，竟指向《刺客聂隐娘》的内核：一个人，没有同类。完整的世界观构建，父子母子师徒兄弟友敌，每一段关系都处理的有血有肉全无敷衍。美术剪辑配乐动作设计，处处都是亮点，就连喜剧部分也绝非装疯卖傻而存在无数细节作为支撑。海边夕阳踢毽和社稷图虚幻仙境两部分堪称绝美段落，飞驰想象力和一流制作实力的结合，值得一刷再刷。严格说是四星电影，但愿意加满五星狂推鼓励！,5.0,22162,嘟嘟熊之父,26794435,1,Positive,哪吒之魔童降世
年度最佳动画，不，年度最佳影片，剧作上的成熟应该让同档期的《狮子王》跪下来叫爸爸，起承转合水到渠成且饱含情感力量，这种成熟度不管是在动画这种形式里还是脱离动画都值得所有国产商业电影学习。整部影片看下来，在形式上非常现代化，包括笑点台词都贴近现代网络化的生活，是谓形散，但是影片把握住了哪吒这个神话人物的内在精神：我命由我不由天，并且自始至终都贯彻下去，是谓神不散，包括反派敖丙及申公豹都人物弧光饱满，在非我族类其心必异的人类世界里，《哪吒之魔童降世》是为所有异类书写的颂歌，这部片子就如同蔡依林在金曲奖上说的：献给那些曾经认为自己没有任何机会与选择的你，请你一定要记得选择你自己，支持你自己。,5.0,17125,天马星,26794435,1,Positive,哪吒之魔童降世
牛逼！牛逼！牛逼！4年前翻着白眼看完了《大圣归来》，4年后热泪盈眶地看完这部《哪吒之魔童降世》。没想到2019不仅仅是中国科幻大片元年，本片更是和《白蛇：缘起》一块儿创造了国产动漫作品前所未有的高潮。扎实的故事，生动的角色，饱满的情绪，炸裂的场面，这一切都构成了110分钟云霄飞车式的、畅快淋漓的观影体验，表面上是哪吒的传奇，骨子里面是《绝代双骄》+《悟空传》，毁天灭地的逆天气势更是燃破天际，好一曲震撼人心的“冰与火之歌”！都给老子去看！,5.0,12070,谢谢你们的鱼,26794435,1,Positive,哪吒之魔童降世
牛逼了！没想到国产动画能把故事内核写得这么成熟。好几场戏被震撼到，必须五星鼓励了。将“水淹陈塘关”的故事元素打碎了重构，人设和剧情完全依照阴阳哲学来做。太极生两仪，混元珠分为魔丸（火）和灵珠（水）。太乙真人与申公豹，哪吒与敖丙，皆是一体双生。命运的偏离带来了秩序的倒错，于是，善与恶的边界变得越加复杂起来，耐人寻味。每个主要角色都带着宿命感，向死而生，阴阳相合打破命运。哪吒形象很颠覆，华语电影里也是难得一见，最重要的反叛精神立住了。导演想击打全龄观众，而那些嬉笑段落在关键时刻也催生出了悲情，让人泪目。高潮部分的场面戏够燃够磅礴，而且情绪饱满。以后再出国产动画，都将和它比较。,5.0,11041,居无间,26794435,1,Positive,哪吒之魔童降世
邓超救不起这暑期档，哪吒可以。,4.0,27392,凹凸,26794435,1,Positive,哪吒之魔童降世
技术上还是当下国产动画电影的水准，但在剧作的完成度上，却是第一次这么成熟，这么优秀！以前大圣大鱼或者白蛇这些剧本有先天缺陷的庸常之辈，都被称作是国产动画电影的良心之作，直到这部哪吒，才算是做到了剧本层面上的优秀，兼顾了喜剧元素和主题深度，还为之后的封神宇宙开了一个好头，大家以后可以忘掉大圣了。导演把哪吒的故事做了颠覆性的改编，逆天改命的主题在哪吒身上爆发了耀眼的人物弧光，最后哪吒直接对着电影院里的观众说，今天是我生日宴，你们谁都不准哭，这一刻的泪点实在是太可怕了。第一次给国产动画做自来水，在这个萧条的暑期档，这部肯定会是爆款。,4.0,12859,亵渎电影,26794435,1,Positive,哪吒之魔童降世
讽刺的是，尽管角色口口声声说着“做自己”、“我命由己不由天”、“最害人的是成见”，电影却依然一直在用对肥胖、结巴、娘娘腔等特征产生的成见制造无价值，且一点都不好笑的笑料。,3.0,33471,字母君,26794435,2,Neutral,哪吒之魔童降世
“不成，功变成仁”、《神仙的自我修养》、“申公公”、内服外敷效果都一样的解药…前面快笑死；指点江山笔、英气的敖丙、猪鼻子倒带器…中间各种神来之笔；“人心的偏见是座大山，你是谁只有你自己才说了算”、父母面前的生离死别…结尾又被感动得一把老泪。老妈的性格更立体，老爸李靖对哪吒说你的真实身份其实是…时，生怕他说出个“蛋”，这是这部毫不正经却又硬气热血至死的片子能干出来的事。集丧逼和燃于一身，在哪吒面前，没人帅的起来！锁定今年最佳国产动画。,5.0,7785,影志,26794435,1,Positive,哪吒之魔童降世
“所有龙把鳞片扣下来的时候，我真的感觉敖丙压力太大了。”“我们全村可就指望你一个人去考大学了啊，一定要上清华啊。”“就算把其他报清华的人都杀掉你也一定要考上啊！”,4.0,6217,明安,26794435,1,Positive,哪吒之魔童降世
休说苍天不由人，我命由我不由天。新的故事，改编的很不错啊，就是有点短。友情提醒：观影记得带纸巾,5.0,5500,丿去丿去,26794435,1,Positive,哪吒之魔童降世
这个夏天还有比“藕饼”cp更火的吗？,4.0,7517,阿珂,26794435,1,Positive,哪吒之魔童降世
暑期档到目前为止最好看的一部。真正打动我的不是哪吒的人设，而是找回了久违的看港片喜剧的快感！,5.0,1468,阿德,26794435,1,Positive,哪吒之魔童降世
7分，制作确实非常突出，尤其是夕阳下踢毽子和变身两场戏，印象深刻。这也说明，华语动画只要真是踏踏实实下来做苦功夫，还是能出佳作的。剧情相比老版做了很多革新，包括新增的父子情，这个见仁见智吧。主题则是神魔我做主，我命由我不由天的中二少年感，放到现在倒是挺燃的。哪吒变身之后也是大加分，跟敖丙的兄弟情也是相当新时代趣味了。希望每一部用心制作的华语动画，都能有好的成绩吧。不过，个人还是觉得大圣更好些，所以，刚刚还专门给大圣改了分，这样才公平些。都好都好，都加油，都加油!,4.0,1264,桃桃林林,26794435,1,Positive,哪吒之魔童降世
神话故事新编，以一种不令人悲伤的方式来讲述悲伤的哪吒童年。丰富多元充满想象力画面；包含幽默、热血、感人和人生观点的剧情；还有安排得当的叙事节奏，结尾处高潮更是一波接一波，让观众又是激动万分，又是感动落泪，实在令人佩服，这就是一部优秀的动画电影。,5.0,1674,有心打扰,26794435,1,Positive,哪吒之魔童降世
这是导演的动画长片处女作啊！,5.0,277,张小北,26794435,1,Positive,哪吒之魔童降世
哪吒就是那种看完了刷评论压根不会点开差评去读的片子，一定要看IMAX。,5.0,290,沒回合,26794435,1,Positive,哪吒之魔童降世
一切都很好，但是哪吒，我想我看过更好的。,4.0,1219,姨妈的鸭,26794435,1,Positive,哪吒之魔童降世
这个夏天一定会爆！以大家对大圣大鱼和白蛇的热情，这部国漫在完成度上圆满完成期待。第一次有了看好莱坞动画的流畅感和毫无尿点以及满满泪点，实在太不容易了。这次的剧本创作、节奏把握、主题升华、人物设定、视觉特效、巧妙笑点，皆弥补之前的种种短板，毫不夸张的说是一部集大成之作。期待暑期档刷爆豆瓣和朋友圈,5.0,186,蒜 | BOY A 🌈,26794435,1,Positive,哪吒之魔童降世
谢谢把我拍的这么好！,4.0,824,哪吒男,26794435,1,Positive,哪吒之魔童降世
老版可是提倡自由意志的。,1.0,3453,Die Katze,26794435,0,Negative,哪吒之魔童降世
很像1970年之后的中国威胁论（魔童）、89年联合国制裁（关到死）、2001入世腾飞（当妖怪给他们瞧瞧） 和 2018年的中美贸易摩擦、华为事件（若命运不公斗到底）！2019最强国漫没有之一！！！,5.0,164,纳兰风澈,26794435,1,Positive,哪吒之魔童降世
"2019年，哪吒都成家庭教育成功典范了，就算你是魔童转世奔着毁天灭地来的，只要家里有钱有权有天命，妈妈爱你爸爸把命都给你，再顶级名师1V1封闭式教育，不愁养不出一个精英来。金吒木吒抱头痛哭：“这个家里没有我们的位置……”
敖丙是真可怜啊，背负了整个家族的不甘心，一人给片鳞好比读大学前村里每家每户给抓把小米，可走到城里，人家一看你头上的角就知道底细了。纵使哪天真能修炼成仙，身后还林林总总一大串亲戚呢，可敖丙能成仙吗？不被社会生吞活剥扒皮抽筋就不错了吧",3.0,11354,根,26794435,2,Neutral,哪吒之魔童降世
现在上映一部国产动画就是神作，个个都是神作,1.0,1677,三藏法师,26794435,0,Negative,哪吒之魔童降世
不是做的不好，不是不用心.恰恰相反我一看到宣传的第二天就去观影了，本人对哪吒这个人物的感情区别于其他所有的动漫人物，我从小爱读封神演义，自诩为是看着神的故事长大的人，哪吒最重要象征着对父权挑战忤逆的精神在这部动画里面被阉割的干干净净；太乙真人，永远站在哪吒这边，无原则帮他对抗父母、原则、天庭，做好身后事的仙风道骨之人，被丑化成一个骑着猪、说着四川话的胖子（先说明我不歧视胖子，我自己就是胖子，但这里的太乙分明就是丑角）.如果说cp是哪吒和太乙，我愿意嗑，太乙之于哪吒，那比秦五爷对依萍还要好啊，要星星不给月亮，你只管干，出了事我给你兜；在这个电影里，他仿佛一个丑陋搞笑的班主任罢了……至于敖丙，呵呵，一个被哪吒随手打死的富二代有什么资格和他组cp？总的来说，对于本片，我并不失望，我只是愤怒.,1.0,1631,千秋指白头,26794435,0,Negative,哪吒之魔童降世
承认期待不高，看得有些意外。我不是哪吒迷，而更接近封神迷——实为情怀的那种玩意，所以看到片方想要铺封神宇宙，无论成败，总归是有人在做这么一步，并且，这一步，作为起点是恰如其分的。不存在“哪吒就应该是代表/刻画什么精神”之类的说法，动画片也不是低幼倾向的文化产品。性格转变过快，密集迎合观众笑点之类的缺陷有不少，但来日可期，可以再打磨。,4.0,351,木卫二,26794435,1,Positive,哪吒之魔童降世
李靖到底是为了什么做 揭穿敖丙身份 这样损人不利己的事？,3.0,6305,Kouros,26794435,2,Neutral,哪吒之魔童降世
无疑，这是今年暑期唯一的爆款+黑马。 哪吒和敖丙的友谊，努力过，彼此成就过，此情有憾，然无对错，往后各生欢喜。哪吒和父母之间，同行半路，一别两宽，余生漫漫，依然亲情守候。,5.0,89,大聪,26794435,1,Positive,哪吒之魔童降世
各种方言、结巴、放屁、烧裤裆的梗，还有什么指纹解锁、游乐场之类的舔当代科技，所有笑点都能在半分钟之前预知，弱智当好笑。最不能接受的是把主题又变成什么“不信命”之类的俗套，那句泛中国地区最中二病没有之一的“我命由我不由天”出来的时候，我饭都要呕出来，本来我们已经很没有反抗父权的人物了，硕果仅存的哪吒也要变成这样，“削骨还父、割肉还母”完全没有，爹妈爱我，父慈子孝，让人忍不住竖中指，行吧，【父母皆祸害】小组关了，李靖也洗白白了，我服了还不行吗？我信命了好吧,2.0,8823,蚂蚁没问题,26794435,0,Negative,哪吒之魔童降世
"偏低幼向，剧情含量比大圣归来要多，但观感没有超越大圣，顶多比肩白蛇。有些影评人拿它踩大圣，我？？？亮点在于重写了敖丙和哪吒的关系，正邪一体，反宿命论，龙宫和万鳞甲的设定我很喜欢。但为了故事革新，削肉还母削骨还父的经典场面没了，最后的终极大战也没有燃到新境界。人物台词融入一些现代化的笑点，确实更搞笑，但我出戏很多次，奇幻题材的沉浸感很重要。太乙真人从外形到配音都像pdd，哪吒的傲娇御姐音什么鬼。（炒cp可真好卖）

神话英雄在不同时代被不同创作者赋予不同的涵义，你以为它是骨，其实它是壳。 
朋友说“你不能否认魔童它很当下。” 所以大圣归来不讲大闹天宫，哪吒也不讲闹海自刎。 是时代的反骨逆鳞被拔除了，我们都是龙宫里的老龙。",3.0,2413,前苏联游魂,26794435,2,Neutral,哪吒之魔童降世
"一部神话片，笑点还靠屎尿屁来撑?可气的是我还笑了。经典的哪吒是一个反抗权威和父权的形象，这部把李靖塑造成一个有爱的父亲，于是一部俄狄浦斯式的神话变成一个友善的童话。
哪吒多会变化术，一些笑点是靠变化术制造，乾坤圈变成一个类似金箍的限制性法器，恭喜你们把哪吒变成第二个悟空。",3.0,1827,非相君,26794435,2,Neutral,哪吒之魔童降世
看完心情有点复杂，只能说是雷点萌点兼具吧，不是我喜欢的那一款，但能看出来质感很好。好的地方当然是制作，确实是国漫标杆，甚至叙事部分也不差，是比较娴熟的类型片叙事。但我最不满意的地方恰恰就是很多人觉得燃的地方，这个片子里的哪吒和传统的“哪吒闹海”最大的区别就是，不再有那种六亲不认的反叛性了，而这恰恰是我觉得哪吒这个角色最吸引我的地方，是对父权最为彻底、最为决绝的反抗，甚至比石头里蹦出来的孙悟空还要六亲不认，是以自己的血肉之躯为代价获得彻底的自由，挣脱一切爱与伦理的锁链。但新版哪吒所谓的“我命由我不由天”完全是另一个故事，是网文式的逆天改命，好好活，不抛弃，不放弃，做有意义的事。。原版哪吒是野生摇滚，新版哪吒是摇滚人参加中国摇滚三十年研讨会。,3.0,655,曼仔,26794435,2,Neutral,哪吒之魔童降世
国产动画发展了这么多年，似乎是越来越不明白技术它就不是这个行当里最根本的东西，不明白作品里塞再多大而空的感情也无法真正打动人。古往今来反父权反愚孝的动画人物有几个？这么一个难能可贵的形象还给毁了，改得面目全非为什么还要继续叫哪吒？就是叫王小明也完全没问题。至于笑点，永远低俗而不自知，片里翻来覆去地嘲笑结巴、胖子和娘娘腔，有意思吗？做动画的各位是大人了都这样子，还指望我们的动画教出什么样的小孩？,2.0,3903,萨嘎摩多熊猫桑,26794435,0,Negative,哪吒之魔童降世
远远不如小时候看的《哪吒闹海》来得撼人心魄。传统中国各类文本，动人的都是关于人伦的张力，哪吒是骨肉还给父母，修得至纯至净莲花身，本作改得不伦不类，不中不西，对抗个人命运很是大而无当。人物造型、笑料、桥段，迪士尼、香港无厘头、电脑游戏借用不少，意思却不大。迎合的心态永远弄不成一流的商业片。2.5,2.0,2610,LOOK,26794435,0,Negative,哪吒之魔童降世
中国的封神奇幻故事是未来商业娱乐电影的大宝藏，这还只是个小开头！祝贺这位年轻的新编导。,4.0,230,谢飞导演,26794435,1,Positive,哪吒之魔童降世
"五年后再看仍然觉得是“二星以上，三星勉强”的水平。
我不否认他在美术和动画技术上面的成就，影片后半段的四人车轮战确实厉害精彩。
但是哪吒故事的底色不应该是“反叛”吗？反封建反父权，以肉体疼痛的方式割肉还母剔骨还父，是那个少年能在封建时代制度里做到的最鲜血淋漓最伟大的反抗。但是这一版本的故事里，把叙事重点放在了哪吒与敖丙这一对“错位双生”的孩子上，内核变成了“破除成见”。可饺子导演在对经典文化故事进行再解读再叙述再重构的过程里，依然在影片里设置了许多“成见”……
同时改编了李靖的父亲形象，变成了“你爸不是不爱你，他深深地爱着你，背地里为你做了许许多多。他只是父爱如山，沉默不语。”但其实又回到了最初的“君臣父子”那一套。
至于“我命由我不由天”？一句热血口号罢了。",3.0,272,稍逊,26794435,2,Neutral,哪吒之魔童降世
脱离原著看，可以给四星，国漫的进步显而易见。但如果对比原著看，一星都不想给，《封神演义》在古典名著中并不突出，但反抗父权的哪吒却是中国古典文学里最出色的人物形象之一，与反抗君权的孙悟空、反抗科举的杜少卿、贾宝玉一道成为最有反抗精神，最神采奕奕的人物，结果却被刻画成符合社会主义和谐价值观的父慈子孝，让人呕吐。看完这个熊孩子长成孝子版的丑哪吒，还是让我们来回顾一下真正的哪吒吧：一个人在海边嬉戏，打死蛮横无理的夜叉和太子，闯下祸来。怕受连累的父亲，要杀他以绝后患。他割肉还母，剔骨还父，自刎而死。后来又起死回生，取荷藕做骨，荷叶做肉，与父亲刀剑相向，大打出手。——记住，这个牛逼到金光闪闪的人物才叫哪吒。,2.0,649,芦哲峰,26794435,0,Negative,哪吒之魔童降世
点映看完了，不剧透地说，除了哪吒和他娘的人物关系外，这部电影把传统的哪吒故事里人物关系都改变了，哪吒和李靖、哪吒和太乙、哪吒和敖丙等等，因为有这些关系要重新做，所以这些人物的设定才和传统的不一样。整部电影本身严格按照商业片的形式，几个情感转折的节点都掐准了时间，不夸张地说，如果这个系列电影要做下去的话（还有之前的大圣、之后的姜子牙等），《大圣归来》和《魔童降世》在这个系列的地位相当于这个系列的《钢铁侠01》和《美国队长01》，但前提是一定要做下去。,4.0,694,孔鲤,26794435,1,Positive,哪吒之魔童降世
故事架子和人设不就是小鱼儿与花无缺吗？敖丙亮相的镜头，全程代入的是花无缺。这片是国漫史上一个进步，这是无疑的，但就是觉得特别可惜，特别可惜，特别可惜，这个魔丸灵珠转世成两个小孩的故事，主角其实跟“哪吒”一点关系没有，随便叫他小明小刚都行。但他占了这个名头和躯壳，把那个闪耀着万丈悲剧光辉的哪吒的灵魂挤走了。好烦“做你自己”的鸡汤套路。,3.0,155,张天翼,26794435,2,Neutral,哪吒之魔童降世
非常认同那一条热评，一边宣扬打破成见，一边却又用肥胖、口吃、娘娘腔制造笑点…实在是阴阳怪气又当又立…另外烟熏妆哪吒真的一点都不可爱！！居然还有人把他和敖丙配成cp，我想说你没事儿吧？？,2.0,330,yomyomya,26794435,0,Negative,哪吒之魔童降世
本来想为了看2补一下1，看完1觉得2不用看了,2.0,207,🌲,26794435,0,Negative,哪吒之魔童降世
很主流的商業動畫，把反抗父權忤逆到驚世駭俗的哪吒形象用父子情、友情、追求自我這些主流主題消解了（反抗父權變成了父子情深實在是⋯），配合煽情、打鬥、奇觀場面、喜劇段子，非常通俗，沒什麼深度（至少喪失了「哪吒」這個角色本應有的深度），但製作和娛樂性都不錯，應該會大賣。,3.0,832,五色全味,26794435,2,Neutral,哪吒之魔童降世
人不过就是半神半魔的造物，这故事按照这个路子衍生。整体非常工整，技术让人赞叹，自《大圣归来》到《哪吒》，这条从中国神话拿改素材的动画之路被证明是最经济实惠的。这里面其实有着另外可以深化的内容，就是几个角色的象征，哪吒像个为民请命的知识分子，但被庸众看作妖怪，他的叛逆不被理解和尊重，龙王是个归顺的反叛者，但被招安并不代表被信任，他的下场故事里讲得很清楚，而敖丙是甩脱出身帽子的唯一机会，而最终，这个年轻人和哪吒那个反叛者合二为一成为一个被大众颔首的理中客。这到底是成熟还是悲哀呢？只不过这个方向肯定不会被明确提点。想想有点悲哀，动画片的形式让这类作品成为了我们电影中最可能表达一些别样内容的容器，但也因为形式，那些表达最终被掩埋在搞笑和特效之中。,4.0,375,frozenmoon,26794435,1,Positive,哪吒之魔童降世
几个小缺点：娘炮那个梗用得有点太多了后面就烦了，结尾大战有些拖沓，段子堆得有些太密集了导致最后情绪有点破碎。其他都很好，比［大圣］好，可能是这几年最好的国产动画，李靖太可以了吧。,4.0,293,LORENZO 洛伦佐,26794435,1,Positive,哪吒之魔童降世
丑，魔童就得是丧尸脸吗。,2.0,1391,认真的泰罗,26794435,0,Negative,哪吒之魔童降世
一出生就有黑眼圈的孩子肯定不简单,4.0,284,大島,26794435,1,Positive,哪吒之魔童降世
挺好看的。除了不是哪吒之外。,3.0,534,荞麦,26794435,2,Neutral,哪吒之魔童降世
李靖为哪吒贴上换命符，愿以薄命相抵天劫。龙王为敖丙披上万麟甲，欲以仇恨水淹陈塘。魔丸改变不了人族的偏见，灵珠拯救不了龙族的自由，黄金百战穿麟甲，不破陈塘终不还。海滩边他们惺惺相惜，混元珠转世投胎，不过是天神的谎言。生而背负部族业障，万千恶孽，他们始终囚禁在偏见的囹圄，自由的结界。,3.0,209,西楼尘,26794435,2,Neutral,哪吒之魔童降世
跟“哪吒闹海”相比格局太小了，得了狂暴症的哪吒也不太讨喜。但创意和细节都值得嘉奖，还有N多熟悉的家乡元素。让封神宇宙来得更猛烈些吧！（这版的李靖我可以…）,4.0,199,同志亦凡人中文站,26794435,1,Positive,哪吒之魔童降世
C＋/ ①相比被盛赞的剧本，反倒是视觉形象的建构比较出乎我意料：莲-火-毽子（鳞片）-红莲的意象联结贯穿了全片，自细微琐屑至宏大奇观完成了完整回环而又颇具想象力的体系。②剧本其实有点过于依赖“孩童”人设，一方面助益了影片暗黑而又诙谐的混搭基调，另一方面也遮蔽了部分剧作上的仓促甚至让人物的成长显得不够充分（比如，“控制”的习得只是如此简单的事情吗？）。③导演对叙事时间的理解可能有些粗糙，连高潮戏一条线到一半时间停顿切到另一条线这样破坏节奏的小瑕疵都好几处。④至于大量不合时宜的笑料，让它们融入叙事的办法只有一个，就是添加让这些“异类”同样受到压抑的细节，而不是大大落落地丢包袱。,4.0,251,寒枝雀静,26794435,1,Positive,哪吒之魔童降世
被主流归化，向父权低头，年轻人在动画片里找到了发泄戾气的机会，莫名的愤怒，无声的呐喊，被冠以做自己的名义。,3.0,297,shininglove,26794435,2,Neutral,哪吒之魔童降世
披着哪吒外皮，反父权内核转身变为父慈子孝的儒家恶臭，还必须填上点尴尬的网络段子，每个配音人员似乎都不在一个次元，仅有技术的空壳子换来别样文化自信,1.0,385,夏萝,26794435,0,Negative,哪吒之魔童降世
哪吒一边觉得百姓对他有偏见，一边自己做着加深偏见的事情，逼着全体市民放下自己的工作陪他玩捉迷藏，找出来后就狠狠捉弄，还有欺凌小孩、放火烧村什么的，大家害怕他可太正常了，谁被伤害了能对加害者没偏见？,2.0,208,塔某人,26794435,0,Negative,哪吒之魔童降世
专属中国的另类超级英雄吧，故事改编太大，我一般无法接受，我的原则是，这么喜欢改编，为什么不自己原创一个剧本，说到底还是剧本不够硬，想蹭别人的ip,2.0,1316,小时候可牛B了,26794435,0,Negative,哪吒之魔童降世
又把没素质当个性了，成天上街捣乱还怪居民排挤，一句“我命由我不由天”就能洗白我也是真服。这个父慈子孝的丑东西和削肉还母剔骨还父反抗权威的哪吒之间的关系是…………？借了个皮套,1.0,352,东百好果汁,26794435,0,Negative,哪吒之魔童降世
老版的绝望和反抗精神损失殆尽，变成了这么一个非驴非马的庸俗玩意儿。,2.0,144,玓瓅,26794435,0,Negative,哪吒之魔童降世
观感很一般，又是技术环节走在前面，故事、情感和风格层面都明显用力过猛，每个人物都有油嘴滑舌之嫌，完全不纯真。绝对支持近来改编动画的风潮，这种形式对权力关系可能会有更自由更彻底的反省，但是挺遗憾的，现在看到的至多是反应出我们对权力的潜意识。几乎所有的人物动机都是外在的，都活在别人的眼里，完全没有内在的力量，都是权力的囚徒，不是真正的叛逆。完全不觉得燃，只有深深的沮丧。,3.0,221,57,26794435,2,Neutral,哪吒之魔童降世
技术上确实是国产动画新高度，但故事依然如那颗混元珠一样，魔丸和灵丸厮杀交错，始终未能浑然一体。回望《哪吒闹海》，还是老一辈动画人把握住了悲剧的精髓。不必硬蹭什么港式无厘头或美式皮克斯，因为哪吒本身就催人泪下。,3.0,265,扭腰客,26794435,2,Neutral,哪吒之魔童降世
刨去了哪吒自杀还父的情节，就抽去了哪吒故事的灵魂。我只能说，这是另一个故事，我只能说这个新的关于青春期的故事讲的不错，舞美、画工、形象设计都好。但，这是一部拍给80后的电影，为人父母的80后很爱看吧；养过利维坦式宝宝的80后很爱看吧；熟悉周星驰式喜剧的80后很爱看吧；把自己代入到李靖夫妇而非哪吒和敖丙的80后们很爱看吧。你们一定很爱看，因为你们已经不再是曾经那个哪吒，而是守着工资的总兵咯。一言以蔽之，这不是哪吒的故事，但不妨碍是另一个讲的还算不错的故事。片尾曲的歌也不错。值得票价，就是我全程到目前都醉着。,4.0,269,danyboy,26794435,1,Positive,哪吒之魔童降世
立意极其低下，从剔骨还父的父权抗争形象，变成了父母纵容的无恶不作官二代也是呵呵了…那些打五星的，对各类官二代新闻是如何看的？,1.0,410,小然看云歌,26794435,0,Negative,哪吒之魔童降世
做预告片的人可以开除了。以前看电影的时候，很激动，眼里含泪打转。这一次，我靠，眼泪流到脖子那儿了，没赶上截住。不过这片也有几段很差的，瑕不掩瑜,5.0,138,zhang 2nd,26794435,1,Positive,哪吒之魔童降世
逃不开的屎尿屁桥段和自 high 式的宣言,2.0,157,顔白,26794435,0,Negative,哪吒之魔童降世
徐克+周星驰，精准复刻。,4.0,90,把噗,26794435,1,Positive,哪吒之魔童降世
3.5；较多低幼欢脱段子集合的表象并不能掩盖其悲剧的本质，越往后越动人，在改编原著的基础上，文本大刀阔斧地改变走向，奉献了一个在（国产）动画中难得一见具有邪气的魅力角色（取下乾坤圈，变身一刻堪称全片高光，碾压帅气敖丙）。善与恶，水与火，在充满偏见定论的二元世界，这两个承载了命运错弄的少年，最终以“我不信命”的信念发出天问，完满开启「封神」宇宙，十分期待了。申公豹和龙族的命运也非常具有意味深长的寓意，并为丰富主题的完成提供富含信息量的支线提供。,4.0,230,欢乐分裂,26794435,1,Positive,哪吒之魔童降世
国产动画区真是最分裂的一个区，很多人一边叫着动漫不是低幼作品一边为片子里的低幼笑话鼓掌……哪咤这个形象看你想怎么塑造，是反抗封建礼教的悲剧英雄，还是奉行封建礼教才能带来好果的教材？导演看来选了后者,2.0,1095,地平线的旧火车,26794435,0,Negative,哪吒之魔童降世
用周星驰的元素做中国式的幻想喜剧3DCG动画电影，这样的模板，确实是个可复刻的方向……,4.0,132,Kaito,26794435,1,Positive,哪吒之魔童降世
“我命由我不由天，是魔是仙，我自己決定！”那么，申公豹、敖丙和忍辱负重数千年的妖龙们为什么不自己决定？太乙不必为贪杯误事负责，难道不是因为被师父钦点了“仙命”？一个官二代把整个陈塘关搅得天翻地覆，就为了找个自我认同？！哪吒到底自己决定了什么：仅仅是不理睬“白痴们”说什么吗？我不觉得哪吒故事就一定要弑父，事实上封神演义就把西游记里反抗性的剔骨析肉改写为孝道动机，后人当然可以继续改。可这种改动太说明问题了：当父权家庭悲剧被改成了中产育儿传说，当欺男霸女的龙王三太子被改成温顺英俊的悲剧少年，当活在神仙们欺凌下的无辜老百姓被改成了不断误解官二代的“白痴们”，你真的可以无动于衷吗？片子当然好看，简直堪称享受，但真正可怕的不就是这样的叙事正变得好看且享受吗？,3.0,137,脱大单于,26794435,2,Neutral,哪吒之魔童降世
应该叫《哪吒之真·巨婴传》，中二没毛病，自恋到油腻的程度，就不好玩了。,2.0,615,风间隼,26794435,0,Negative,哪吒之魔童降世
